BINOMIAL,ID,Year,Lat,Long,Frequency,Duration,n,N_area,Model,tau_p,tau_p_min,tau_p_max,tau_p_var,tau_v,tau_v_min,tau_v_max,tau_v_var,speed,speed_min,speed_max,diffusion,diffusion_min,diffusion_max,kde.min,kde.ml,kde.max,akde.min,akde.ml,akde.max,same.model,CV_N_area,kde.95CV.min,kde.95CV.ml,kde.95CV.max,akde.95CV.min,akde.95CV.ml,akde.95CV.max,full.n
Hydroprogne caspia,NCC_crop_1,2018,34.803106,10.8722895,10,16.14583333,2224,50.63511345,OUF anisotropic,23661.49072,17381.8052,32209.89631,11927593.4,609.5244534,562.375278,660.6265849,602.0598378,2.974773595,2.903379117,3.0461446,4895.727736,4468.654158,5342.012525,89769361.45,93621135.71,97552685.66,424976816.6,571422665.7,739215389,9.57E-09,25.94996164,98.56,98.65,99.01,99.28,100,100,1112
Hydroprogne caspia,NNK_crop_1_crop_1,2018,31.425562,31.877633,9,129.3486111,21094,65.52093647,OUF anisotropic,151989.5582,117295.9848,196944.728,355536670.2,269.5500797,263.3903459,275.8538671,9.990198209,3.343922037,3.320210535,3.367631226,2980.288128,2907.093858,3054.379756,451654420.8,457812097.7,464010889.3,1501377555,1943209451,2441160379,0.841673894,177.7662688,74.89,69.92,74.95,72.45,73.32,74.04,10547
Hydroprogne caspia,NPK_crop_1_crop_1,2018,12.276143,37.41518,5,49.17222222,8549,144.7524113,OUF anisotropic,25245.07607,21142.91314,30143.14355,4777825.156,674.8470324,648.6593722,702.0919402,182.0373257,4.145657053,4.091388796,4.199915551,10499.51927,9950.752586,11062.8074,1061974716,1084852079,1107969851,1153242066,1366832437,1598300987,0.119287021,122.7874139,91.74,92,92.19,89.97,91.3,92.28,4274
Hydroprogne caspia,NPX_crop_1,2018,37.18259,-6.101158,10,118.8013889,12523,301.1763011,OUF anisotropic,31487.77168,27958.62984,35462.3875,3436998.518,459.55381,444.5615482,475.0516663,59.47470373,4.272866241,4.228222433,4.317503639,7880.845504,7632.957433,8132.639468,420220478.9,427678892.1,435202003.5,1009845194,1134352144,1265992112,0.102627587,171.5082941,73.95,74.05,74.11,88.12,90.66,91.74,6262
Hydroprogne caspia,PAA_crop_1,2017,34.358216,10.2654,60,25.83333333,639,127.4033456,OU anisotropic,12303.76497,9991.196666,15151.60169,1541332.379,NA,NA,NA,NA,NA,NA,NA,3419.127051,3087.203243,3767.754706,167537776.4,181337692.9,195675964.2,178399585.3,213932407.6,252644299.2,0.041219429,55.03278028,98.75,99.06,99.38,99.06,99.06,99.69,320
Hydroprogne caspia,PAH_crop_1_crop_1,2017,15.4113,-4.112016,60,1092.6875,987,21.55122395,OUF anisotropic,128888.244,78638.15137,211248.3463,834044886.8,1995.490938,1780.833343,2236.022871,12684.08975,3.969066654,3.84213028,4.09594759,29433.68644,26164.09403,32892.98855,11644758489,12407204596,13193485720,16117716955,25858339246,37864143887,0.03587114,25.30952978,57.49,57.89,58.1,45.95,58.5,69.43,494
Hydroprogne caspia,PHA_crop_1_crop_1,2017,37.005633,-6.1602,30,150.625,3297,248.4968718,OUF anisotropic,44676.3457,38918.23905,51286.38689,9235264.101,441.9765545,375.0523875,520.8426375,1263.566267,3.885897058,3.635856512,4.135722641,6366.249534,6060.165292,6679.768509,1469172036,1520647511,1572996926,1350777785,1535810831,1732548058,0.338140806,246.9117906,45.64,50.42,54.3,76.24,68.48,87.7,1648
Hydroprogne caspia,PHC_crop_1,2017,5.8505245,0.875982,60,58.20833333,1266,117.9833312,OUF anisotropic,36476.9835,29649.9785,44875.92885,13426453.79,923.8680614,788.5804506,1082.3654,5148.858712,4.366643647,4.11144432,4.621642681,15996.89851,14721.50213,17324.52133,1470273745,1554782360,1641619090,1819713728,2198479021,2612520875,0.007511026,47.14246386,77.44,77.92,78.39,59.46,83.44,99.53,633
Hydroprogne caspia,PHF_crop_1_crop_1,2018,37.173882,-6.116016,60,118.5,1021,443.6583573,OUF anisotropic,13099.08468,11381.60577,15075.73035,822650.2107,152.3190154,7.552073108,3072.147493,18234.65309,12.44005509,2.997498689,22.40052123,18680.0593,16735.59211,20729.84904,571642069.9,608411452.1,646310673.6,565398510.8,621931228.6,681119000.4,0.037084217,184.6516544,83.2,85.94,86.13,88.48,91.99,93.75,510
Hydroprogne caspia,PJH_crop_1_crop_1,2018,31.425032,31.886349,180,129.2083333,979,115.6377764,OU anisotropic,80086.23588,65147.10737,98451.11222,64267398.57,NA,NA,NA,NA,NA,NA,NA,3161.741972,2896.560896,3438.371545,562271709.7,599244322.3,637377536.7,699105188.9,846312078.9,1007374079,0.663776625,338.3523875,53.47,54.08,54.9,53.27,53.88,55.1,490
Hydroprogne caspia,PUC_crop_1,2018,15.311645,-4.5163155,10,30.49305556,4078,58.44808815,OUF anisotropic,38893.13655,29218.79716,51770.64826,28005794.42,1141.787274,1075.921752,1211.684934,1162.828231,4.012217874,3.929635031,4.094777406,16518.18698,15179.56043,17912.56982,3363072511,3468739834,3576018818,4259995602,5603775327,7128948942,3.19E-06,16.54930435,96.86,95.2,97.25,96.62,97.6,99.61,2039
Hydroprogne caspia,PUF_crop_1_subset_1,2018,58.509865,27.780704,10,59.60902778,7681,22.58558219,OUF anisotropic,207069.5073,130461.5375,328662.2378,1909454492,372.9727554,359.3043939,387.1610773,49.53601398,3.666572945,3.623694859,3.709444141,4957.127814,4755.829641,5162.539886,2924003532,2990516645,3057767375,4707588155,7460815005,10837774132,0.928323653,9.983012976,88.03,88.05,89.82,97.42,97.89,99.95,3840
Hydroprogne caspia,PUN_crop_1_crop_1,2018,38.330372,21.427971,29,102.3270833,4703,358.6581969,OUF anisotropic,17539.37949,15656.22711,19649.04002,976088.4448,327.3151882,305.4314185,350.766902,128.9815819,2.432013726,2.373713253,2.490295054,1794.53779,1725.223447,1865.198175,326548651.8,336087129.1,345761004.6,312451452.7,347487438.5,384358362,0.37308182,138.3574149,99.79,99.57,99.87,99.87,99.87,99.87,2352
Hydroprogne caspia,PUP_crop_1_crop_1,2018,15.347167,32.4781665,5,9.011111111,1794,93.82732439,OUF anisotropic,6725.622084,5347.237324,8459.320146,553209.839,322.6982292,294.1150868,354.0591821,222.594192,2.990684777,2.910651223,3.070689019,2476.192658,2256.013195,2706.476877,43755314.68,45853400.77,47999929.08,70596159.54,87378525.38,105923643.5,0.069286889,26.27471325,95.1,99.22,95.99,99.67,99.89,99.89,897
Hydroprogne caspia,PUT_crop_1_crop_1,2019,31.181549,32.309685,10,481.4701389,11184,226.1689567,OUF anisotropic,29238.14523,25496.80987,33528.47437,3896894.96,342.6933903,329.9809773,355.8955451,42.8591523,2.649187518,2.616515602,2.681853897,2281.456529,2206.534143,2357.612298,59653844.89,60775093.69,61906637.2,183073128.1,209487194.1,237655287.2,7.53E-05,59.83904683,62.61,88.61,65.69,98.59,99.48,100,5592
Hydroprogne caspia,TYU_crop_1,2019,14.961416,-4.508887,10,51.92083333,9366,41.88814674,OUF anisotropic,93781.86796,67228.80871,130822.4692,215768041.1,899.7552984,865.7450685,935.101598,306.8759531,5.223311579,5.149871716,5.296737259,23466.34679,22109.40619,24863.12828,8270066941,8440152033,8611944344,11108839484,15420996653,20429329600,4.41E-05,16.47216474,57.15,56.45,57.49,61.4,64.26,70.11,4683
Hydroprogne caspia,UA92_crop_1,2020,16.084669,-3.315827,5,789.8597222,7783,6.903196878,OUF anisotropic,331500.9413,131606.9379,835008.213,16054758129,611.6659986,588.0142572,636.2690859,148.4782151,4.218009588,4.154679071,4.281327047,10755.98275,10095.7754,11436.80425,7309202337,7474355034,7641327132,11157458637,27969394349,52372255492,0.062873606,3.427816588,90.72,96.53,96.61,98.43,100,100,3892
Ichthyaetus audouinii,5040,2016,41.92119558,8.76241495,30,12.41944444,512,51.117259,OUF anisotropic,15414.74067,11177.37696,21258.4966,5464795.084,355.1515359,197.0456527,640.1187325,8630.834385,2.943744713,2.306079032,3.580129587,2781.37346,2441.261258,3143.342945,86247541.43,94242670.58,102587113.4,115016428.7,154418346,199534600.5,0.104178631,45.90694833,83.27,88.33,87.94,63.42,90.66,88.72,256
Ichthyaetus audouinii,5045,2016,41.92095284,8.762512766,30,67.52777778,3183,197.2845389,OUF anisotropic,25444.40748,21837.42884,29647.16573,3650287.792,899.1839363,824.8127182,980.2610138,1502.24122,2.876449841,2.814325047,2.93855624,6581.525764,6185.693805,6989.460097,288413059.8,298702415.3,309169590.2,496872358.3,574206305.5,657051709.7,0.008954687,90.67443431,98.3,95.16,98.56,93.84,96.8,99.81,1592
Ichthyaetus audouinii,5046,2014,41.92169965,8.762298528,1,31.60972222,23476,23475,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187881334,190308106.1,192750235,185098330.2,187489155.6,189895110.3,0.026355813,11737,98.81,98.32,98.86,98.81,98.32,98.86,11738,NA
Ichthyaetus audouinii,5047,2015,41.92144794,8.762552619,5,67.02291667,9070,1316.938265,OUF anisotropic,3932.067445,3693.197191,4186.387455,15318.53894,118.9051448,112.8933103,125.2371236,9.651767372,3.06108941,3.00877077,3.113395776,998.9410263,969.7071151,1028.603027,13835290.18,14124510.06,14416680.2,13527085.64,14288462.66,15070391.31,0.002354784,787.6560339,97.93,98.02,98.17,97.62,97.82,98.1,4535
Ichthyaetus audouinii,5050,2014,41.57592153,8.754044766,1,36.23472222,19941,19940,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3345090110,3392009445,3439251021,3342128807,3389006606,3436206360,0.076678817,9969,82.39,82.55,82.68,82.39,82.55,82.68,9970,NA
Ichthyaetus audouinii,5051,2015,41.92176273,8.76218932,5,37.58194444,4229,551.2507618,OUF anisotropic,5228.238406,4754.775786,5748.846647,61140.40003,63.96555522,55.12321867,74.22629435,21.89312395,3.098799171,2.91534289,3.282109686,581.0980868,556.5937493,606.122884,8485324.827,8747017.679,9012629.463,10264204.51,11177970.43,12130143.07,0.00269186,454.2606213,96.27,96.69,96.98,97.02,97.59,98.16,2114
Ichthyaetus audouinii,5054,2015,41.79141902,8.762467148,5,49.19513889,7634,88.92476382,OUF anisotropic,45859.14443,36719.28929,57274.01505,24240577.43,243.273048,234.6266148,252.2381187,19.81149873,3.608618177,3.567639894,3.649590064,3080.539341,2961.612284,3201.774714,361807943,370063820.2,378411536.5,623239622.2,776135629.9,945551723.7,8.96E-06,69.22457041,99.27,99.29,99.35,100,100,100,3817
Larus argentatus,17,2015,44.599725,-66.75618333,15,57.72708333,5416,5415,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85877242.57,88211261.6,90576138.79,85895247.45,88229755.83,90595128.83,0.165952023,2707,88.08,88.78,88.37,88.08,88.78,88.37,2708,NA
Larus argentatus,18,2015,44.57648333,-66.75763333,15,66.21180556,4259,827.9043418,OUF anisotropic,4641.502854,4245.468168,5074.481281,42658.28809,110.4287164,75.06209508,162.4588469,392.6018048,5.388342712,4.547120804,6.228061252,2908.449963,2775.269637,3044.707626,9977568.431,10284172.13,10595350.99,19754949.19,21172812.8,22639117.16,0.074016803,366.1702806,78.92,94.84,79.39,81.46,95.26,93.99,2130
Larus argentatus,19,2015,44.57656667,-66.75718333,15,54.17430556,5074,5073,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46284386.15,47584917.42,48903217.1,302707.9684,311213.6701,319835.5802,0.103194786,2536,88.22,88.14,88.57,88.22,88.14,88.57,2537,NA
Larus argentatus,20,2015,44.57476667,-66.75655,15,43.95,4132,189.6836523,OUF anisotropic,17115.98293,14599.8152,20065.79314,1781621.556,975.1597834,916.6765714,1037.374176,917.8666027,3.16891477,3.116130751,3.22168672,8235.475091,7716.246284,8771.371031,786296080.4,810835619.2,835746967.2,603685771.9,699724389.5,802748261.9,0.356241593,174.4778445,82,80.36,82.54,79.34,79.92,80.6,2066
Larus argentatus,21,2015,44.57528333,-66.75683333,15,47.66875,4459,4458,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662020195,2741924515,2822993923,2655035581,2734730248,2815586946,1.580210346,2229,71.03,81.79,71.03,71.03,81.79,71.03,2230,NA
Larus argentatus,22,2015,44.57591667,-66.75731667,15,48.37430556,4518,103.1861073,OUF anisotropic,37976.3522,30787.48263,46843.82102,14906520.79,768.2517273,727.4441391,811.3485076,445.2971708,3.283332574,3.229410762,3.337242228,7640.571762,7195.716948,8098.580434,2268254662,2335883479,2404491885,1116489301,1367593664,1643786959,0.186101693,87.56685076,78.32,78.41,78.41,81.28,82.12,82.96,2259
Larus argentatus,24,2015,44.5756,-66.75703333,15,56.33680556,5067,153.0551564,OUF anisotropic,27793.20801,23338.55193,33098.12938,5626983.016,1311.640936,1237.756236,1389.935994,1462.18293,3.442513861,3.384870232,3.50014424,13361.37985,12489.68347,14262.06353,710913031.9,730902853.4,751165974.1,1207296035,1423948436,1658216211,0.004517013,106.9570307,87.41,87.69,88.24,90.45,91.87,95.07,2534
Larus argentatus,25,2015,44.57631667,-66.75701667,15,46.87291667,4412,482.8391631,OUF anisotropic,7771.468591,7000.941174,8626.800676,162685.5596,281.5162872,255.4239818,310.2739977,185.8999043,2.293946288,2.225352363,2.362512177,1307.397799,1249.863133,1366.208935,44337890.69,45675986.76,47033698.07,45135263.57,49448062.26,53954829.87,0.00286772,223.410096,92.98,93.11,93.2,93.07,93.16,93.43,2206
Larus argentatus,30,2015,44.57628333,-66.75701667,16,54.74513889,4913,47.94111503,OUF anisotropic,91303.40414,66943.59839,124527.3903,179648144.3,756.2787855,719.3875362,795.0618722,363.1115086,3.144354648,3.098738808,3.189961399,7183.453239,6783.029166,7595.198479,4075530107,4191948663,4309983815,2837989770,3849831391,5013562242,0.667948966,145.6193481,56.67,65.17,57.24,62.45,65.05,63.43,2456
Larus argentatus,84367b_crop_2,2010,38.229,-76.954,56,502.8847222,1170,1169,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9082916638,9626935710,10186553790,9079759598,9623589580,10183013148,0.169142262,232.0463357,97.78,98.29,98.81,97.78,98.63,99.15,585,NA
Larus argentatus,84369b_crop_1,2010,38.441,-75.946,57,108.0944444,170,51.81936967,OU,32526.00989,22403.64042,47221.84877,31959205.22,NA,NA,NA,NA,NA,NA,NA,231743.121,190023.9091,277540.696,37980991716,44426692421,51370155639,39801608751,53321896708,68788693540,1.43E-11,38.62676243,83.72,89.53,98.84,84.88,89.53,98.84,85
Larus fuscus,LBBG-Spiekeroog-2010-01,2010,53.7765,7.7562,3.066666667,10.79157407,5020,20.29713412,OUF anisotropic,43234.76276,26429.08909,70726.79292,93204869.75,191.7174834,182.47907,201.4236121,22.76435077,2.590077247,2.550313799,2.629832312,1255.391781,1177.782777,1335.441961,267718144.5,275281890.9,282949534.6,306024570.5,498967071.7,738309649.9,2.97E-11,12.13301415,73.68,75.11,74.07,74.51,83.63,85.9,2510
Larus fuscus,LBBG-Spiekeroog-2010-02,2010,53.7765,7.7558,3.083333333,10.75313657,4994,6.233330495,OUF anisotropic,145652.7452,54585.17769,388653.5333,3417878785,268.8897236,255.3801772,283.1139216,48.73073114,4.033712773,3.96457955,4.102829733,4324.091145,4006.837148,4653.260257,2135918416,2196424008,2257762895,2317790126,6168737239,11871472152,0,4.668631148,86.31,86.99,87.19,78.22,100,100,2497
Larus fuscus,LBBG-Spiekeroog-2010-03,2010,53.7757,7.7466,3.083333333,10.04775463,4647,8.006353708,OUF anisotropic,101191.7202,43542.96898,235164.5851,1288316645,373.096011,352.8169989,394.5406084,110.0373592,3.851081958,3.772259669,3.929882122,5419.183508,4955.669997,5903.12211,1551773400,1597379006,1643635899,1913831987,4431159103,7987057471,0,5.211283959,85.11,79.52,86.06,80.25,100,100,2324
Larus fuscus,LBBG-Spiekeroog-2010-04,2010,53.7767,7.756,3.083333333,12.98356481,5962,6.966785639,OUF anisotropic,158906.1569,63603.00863,397012.1419,3636226853,216.1168906,206.8227644,225.8286729,22.97835441,3.395678883,3.347533347,3.443815043,2469.536499,2322.107863,2621.438388,1224979443,1256680982,1288781867,1619344021,4038447021,7543700543,2.82E-07,2.863465968,70.15,70.62,71.63,62.61,74.85,85.14,2981
Larus fuscus,LBBG-Spiekeroog-2010-05,2010,53.7755,7.7464,3.083333333,13.03246528,6025,14.88654838,OUF anisotropic,70351.61513,39118.75521,126521.1463,336462205.1,362.3943022,345.641297,379.9593146,74.78375681,4.230632328,4.155964865,4.305281704,6311.161562,5851.91042,6787.51415,2005814703,2057446267,2109724808,2034369163,3644012351,5715060368,1.22E-07,12.83730957,74.09,79.1,75.98,63.24,81.75,96.95,3012
Larus fuscus,LBBG-Spiekeroog-2010-06,2010,53.7766,7.7582,3.083333333,13.06386574,6045,15.39338181,OUF anisotropic,68768.61991,38724.40087,122122.563,309521326.3,205.721308,196.8547535,214.9872218,20.91378773,3.397797527,3.350134259,3.44545161,2333.879837,2198.742322,2472.990581,384934595.7,394826452.1,404842053.2,806166545.8,1428126189,2224990571,0,7.266538064,85.19,86.24,85.75,77.18,90.61,99.14,3022
Larus fuscus,LBBG-Spiekeroog-2010-07,2010,53.7767,7.7561,3.083333333,18.80173611,8696,11.40561713,OUF anisotropic,135132.7816,68312.40119,267314.1092,1609124965,249.0727746,240.1075286,258.3727691,21.3043339,2.737707781,2.703465275,2.771944402,1845.157399,1748.467592,1944.412648,111764535.1,114151432.2,116563198.3,1183343921,2336144014,3874419857,0.365573275,9.465938387,72.18,72.15,72.2,73.3,73.97,79.72,4348
Larus fuscus,LBBG-Spiekeroog-2010-08,2010,53.7757,7.7464,3.083333333,17.79872685,8223,17.71341652,OUF anisotropic,81406.67031,47901.31562,138347.8905,377143652.5,301.8091051,289.9470118,314.1564914,37.35944018,2.761999165,2.723636399,2.800354612,2254.818544,2122.648935,2390.923499,714775540.7,730480713.7,746354184.2,852671949.7,1445600253,2192483461,3.02E-07,9.719190215,96.79,96.81,96.89,92.07,98.15,100,4112
Larus hyperboreus,134773221_crop_1,2018,62.94556518,-82.44448222,719.775,674.0007176,745,68.40794796,OU,437251.7625,334543.2841,571492.8766,3128988826,NA,NA,NA,NA,NA,NA,NA,121651.2004,112573.6788,131075.6847,3.45E+11,3.72E+11,3.99E+11,3.28E+11,4.23E+11,5.28E+11,0.00334502,30.16846646,75.94,77.54,79.14,74.6,81.55,86.9,372
Larus hyperboreus,134773232_crop_1,2018,62.947633,-82.016183,11,734.5443981,3087,8.18200307,OU anisotropic,3014207.716,1313750.097,6915659.36,1.11E+12,NA,NA,NA,NA,NA,NA,NA,5248.542082,5062.350671,5438.048992,6734334322,6978395583,7226740353,44508852958,1.02E+11,1.83E+11,0.151223908,6.278267824,91.32,99.42,91.45,99.87,99.94,100,1544
Larus hyperboreus,134773235_crop_1,2018,62.91538396,-81.92739988,719.95,661.9797222,640,57.42294601,OU anisotropic,453940.0485,338515.4421,608721.3226,4000766594,NA,NA,NA,NA,NA,NA,NA,133774.5233,123017.6217,144975.8452,4.24E+11,4.59E+11,4.96E+11,3.83E+11,5.05E+11,6.44E+11,1.80E-06,17.65386519,79.44,81.93,82.87,75.7,85.98,92.83,320
Larus hyperboreus,134773677_crop_1,2019,62.946717,-82.016,30.5,334.8256019,1847,14.8332015,OUF anisotropic,925855.7571,513296.9097,1670005.93,58786886516,536.7672805,498.0273163,578.5207035,405.3386477,3.355789203,3.274895956,3.436655738,6017.721632,5494.013743,6564.929366,17694319848,18530069495,19384833362,25796432119,46262755857,72607829177,2.522861719,16.85643261,100,100,100,100,100,100,924
Mareca penelope,5512398_crop_1,2018,52.53694916,4.773101807,60.28333333,77.00052083,1404,147.9552075,OUF anisotropic,42358.69119,34962.01731,51320.22856,15644139.13,442.0546956,234.3147101,833.9739055,15218.0616,0.257094676,0.19535682,0.31871071,27.42801408,25.46310208,29.46491668,9735496.728,10265698.27,10809759.66,5799237.076,6860067.726,8008686.678,0.005522794,84.645254,92.75,92.75,92.75,93.46,93.46,93.88,702
Mareca penelope,5512399_crop_1,2018,52.54467773,4.741960764,60.15,93.08362269,1790,158.7804761,OUF anisotropic,49056.87122,40748.50926,59059.25537,19677572.49,224.1517226,40.4732997,1241.410883,18804.82586,0.389676893,0.177725987,0.603901139,30.5818454,28.45483226,32.78443472,5823533.417,6103097.509,6389123.685,6487126.255,7627375.96,8858581.593,0.160042795,127.6187817,99.78,99.78,99.78,99.44,99.78,99.78,895
Mareca penelope,5512401,2018,52.5056076,4.86683321,60.275,73.66936343,1323,34.81384961,OU anisotropic,169174.4794,117027.2004,244558.5676,846462389.1,NA,NA,NA,NA,NA,NA,NA,64.66966781,60.26611912,69.22628344,24810970.78,26204677.52,27635931.14,34043513.74,48926957.09,66467079.73,0.113512671,6.917192334,73.26,74.47,74.62,78.1,100,100,662
Mareca penelope,5512402_crop_1,2018,52.53189087,4.768061638,60.28333333,70.91748843,1252,134.4256313,OUF anisotropic,43885.34303,35889.41963,53662.70486,18363629.95,268.3207264,65.93798736,1091.874579,20188.51877,0.321810587,0.169717023,0.474632518,25.34007145,23.53432617,27.21161323,5836388.664,6173805.88,6520571.141,6129330.445,7313316.284,8600305.012,0.393742013,95.39980779,100,100,100,100,100,100,626
Mareca penelope,5512403_crop_1_crop_1,2018,52.55230331,4.768911362,60.45,65.00020833,1071,97.72030314,OUF anisotropic,53113.75195,41989.93362,67184.45119,36128050.65,470.3228986,225.6250808,980.4035445,22100.77481,0.322843297,0.235845851,0.409683076,46.10433547,42.19925052,50.17975404,17859704.13,18980055.13,20134005.76,15205476.01,18735333.02,22628105.83,0.045239709,46.77107504,92.54,92.54,93.1,91.79,93.28,93.28,536
Mareca penelope,5512406_crop_1,2018,52.52862167,4.761098385,60.48333333,61.95884259,1043,110.069892,OUF anisotropic,45149.82814,36228.24025,56268.45154,23072909.84,1045.870434,819.0712771,1335.469813,15086.76135,0.232200697,0.212530671,0.251848936,51.47748748,47.07469467,56.07428464,8319989.367,8849202.886,9394502.72,9971974.459,12132357.65,14501402.22,0.113791234,67.04703435,100,100,100,100,100,100,522
Mareca penelope,5512407_crop_1,2018,52.55551529,4.701068401,60.15,76.91635417,1405,21.27252192,OUF anisotropic,275438.6945,169395.4765,447865.9998,3700490381,736.6073572,547.2866114,991.419098,10782.29664,0.178482653,0.158711807,0.198225915,23.02189307,21.21093758,24.90597351,19151928.12,20194568.12,21264453.65,25471789.46,41007022.31,60181355.62,0.595991665,24.46444856,92.47,92.47,92.47,92.47,92.61,93.04,702
Mareca penelope,5512408,2018,52.53632736,4.750096798,120,56.54283565,530,56.24554923,OUF anisotropic,67860.24164,48983.66832,94011.17871,108685143,1403.056807,875.3889236,2248.792909,91007.74377,0.147161484,0.123626985,0.17065333,27.80996847,24.14362121,31.73168771,6596215.957,7196485.472,7822521.511,6823512.903,9027180.66,11534485.64,0.495214062,60.9264259,18.05,19.92,43.98,16.54,19.55,89.85,265
Mareca penelope,5512409_crop_1,2018,52.5165329,4.759876728,60.53333333,58.12556713,949,27.45474115,OU anisotropic,154916.256,101595.0924,236222.4968,907701768.1,NA,NA,NA,NA,NA,NA,NA,23.23948347,21.56944019,24.97091199,18203079.8,19419761.87,20675245.81,15746345.39,23802729.19,33497082.17,0.223640491,80.03048403,57.14,67.44,63.24,66.18,70.38,69.54,474
Mareca penelope,5512410_crop_1,2018,52.72310066,4.687768459,60.3,63.0412037,1112,86.43065933,OU anisotropic,60955.96355,48321.62078,76893.7265,46544535.1,NA,NA,NA,NA,NA,NA,NA,55.62944811,52.13677587,59.23375098,13184388.42,13995345.18,14830163.11,15042952.91,18795662.21,22959973.04,0.114407641,37.16785569,99.64,99.64,99.64,98.2,99.82,99.82,556
Mareca penelope,5512413_crop_1,2018,52.52967834,4.769341469,120.0166667,20.16685185,191,75.90207945,OUF anisotropic,16117.84441,10187.92436,25499.29694,11423360.25,1527.407636,383.2038767,6088.075374,639843.7925,0.06709067,0.0423148,0.091866257,5.180319475,4.272908514,6.173798986,653407.8324,757259.9947,868659.2001,627289.5707,796297.4702,985159.8369,0.006898335,30.49226819,86.46,89.58,92.71,88.54,92.71,97.92,96
Mareca penelope,5512414_crop_1_crop_1,2018,52.73592758,4.677644968,60.36666667,55.95886574,966,69.52173751,OUF anisotropic,64756.67843,49275.84584,85101.07396,71272342.03,697.0277668,463.3049126,1048.656499,17329.279,0.164979164,0.140317387,0.189598029,17.9540654,16.31539505,19.67002562,6140349.923,6546957.249,6966415.368,8399674.086,10784844.01,13463570.41,0.031539763,42.38841991,80.79,88.84,81.2,88.43,89.88,92.98,483
Mareca penelope,5512415,2018,52.52197647,4.772819996,60.375,67.58359954,1159,48.53894211,OUF anisotropic,115483.0928,83966.63156,158829.1024,301918883.8,542.0407544,320.1556557,917.7041673,16510.78991,0.234307794,0.187991709,0.280531999,28.72013374,26.23085879,31.3206321,15941355.57,16900885.85,17888061.6,20233614.5,27391990.06,35617784.39,0.023280466,39.2671788,86.21,86.21,86.21,86.21,86.21,87.24,580
Mareca penelope,5512416,2018,52.52368546,4.752776623,119.5166667,61.33458333,905,54.39419764,OUF anisotropic,83368.44147,60922.37444,114084.4738,152773760.5,3286.517179,2885.190597,3743.667812,44693.6446,0.106035721,0.102128124,0.109941356,32.34867702,28.78645582,36.11568609,11918261.13,12735000.73,13578424.02,13228211.49,17589126.86,22561777.57,7.81E-06,22.13797484,99.78,99.78,99.78,99.78,100,100,452
Mareca penelope,5512417_crop_1,2018,52.57927322,4.726218224,60.275,70.9196875,1251,79.33354079,OU anisotropic,53952.618,42106.86496,69130.88856,41225291.45,NA,NA,NA,NA,NA,NA,NA,44.13493921,41.54309165,46.80410681,5684996.484,6013798.409,6351713.389,12220480.75,15427531.17,19002620.84,0.028902452,46.52923514,95.69,95.21,99.2,96.17,96.17,99.52,626
Mareca penelope,5512420_crop_1,2018,52.52526093,4.765480042,60.35,67.87486111,1185,58.77341061,OUF anisotropic,93694.95744,70075.74022,125275.0955,167288845.3,1402.995251,1181.828927,1665.550427,13849.14284,0.172710448,0.163746261,0.181668356,39.23295271,35.81803532,42.80113108,28596409.59,30297818.89,32047699.35,29068582.67,38206969.21,48575275.98,0.939457749,36.68390861,100,100,100,100,100,100,592
Mareca penelope,5512421_crop_1_crop_1,2018,52.5388298,4.671205044,60.65,496.667419,972,161.5018999,OU anisotropic,36761.97524,30898.48192,43738.16252,9744606.076,NA,NA,NA,NA,NA,NA,NA,7.247792744,6.762093464,7.750097844,1374619.36,1465349.691,1558938.533,1501009.844,1762329.627,2044311.097,0.010877706,76.44486933,90.55,90.55,90.76,90.35,90.76,91.17,486
Mareca penelope,5514520_crop_1,2019,52.53681564,4.772980213,0.083333333,36.24991898,2828,30.5924539,OUF anisotropic,87954.94857,59378.77911,130283.4631,257147668.4,1.432599593,1.213307834,1.691525874,0.013579642,6.065096412,5.748384696,6.381584955,52.65190024,48.56767265,56.89866262,66194.70983,68704.22512,71259.77632,16726929.94,24687762.73,34173643.84,0.122754477,6.673349472,62.05,62.19,62.33,62.83,94.63,94.91,1414
Mareca penelope,5514524_crop_1,2019,52.53361702,4.990145922,60,25.87811343,614,40.08857755,OU anisotropic,46972.27494,33031.13055,66797.42946,60026609.07,NA,NA,NA,NA,NA,NA,NA,129.5914139,116.9889516,142.8292496,29662774.55,32158462.37,34753515.3,37708417.97,52760972.9,70302131,0.13629588,15.56075368,87.34,89.29,90.58,98.38,99.35,99.68,307
